customer_id,age,salary,purchase_amount,order_count,rating
C001,0.619422616372366,-1.115823302600268,0.19126057370013297,0.3333333333333333,-0.515780805873821
C002,-0.011230990375977528,-0.3756071289263984,0.34053625865539994,0.6666666666666666,0.10073945019892452
C003,0.7693687127416895,-0.31761560474607814,0.7245895112660664,0.3333333333333333,-0.9063475621417618
C004,1.6387480686714253,-0.6595951860131465,0.7030808708871279,0.6666666666666666,-0.08211876237867455
C005,-0.10646696206148026,-0.1826069549975084,-1.0849222268151708,0.3333333333333333,0.10400886855954458
C006,-0.10645065610902217,0.2380832811677206,-0.7614789757123406,-0.3333333333333333,-0.3824419182246783
C007,1.6945483648238842,1.3410010413464817,0.30689415354064015,-1.0,0.42646321195923964
C008,0.8882993107549593,0.06732293335208565,0.30597545822318845,-0.6666666666666666,-0.8041435135403897
C009,-0.3401851984626779,0.12906624757282897,0.30690328602906575,-0.3333333333333333,-0.8624223855316409
C010,0.6649562499234007,-0.11798588450169116,2.761297334117803,0.6666666666666666,0.3473202678233451
C011,-0.3341697575646333,-1.4904243381317952,0.34796777980335164,-0.3333333333333333,-0.08373952612426458
C012,-0.3364660708431709,-0.08231767818874161,0.763206417780967,-0.6666666666666666,0.2736181246149707
C013,0.3664058536757432,-0.017767829827014865,0.6296918836274167,-1.0,-0.19611636054774212
C014,-1.7741572746023984,1.7704123466407058,0.4071646810703167,0.3333333333333333,-0.5451643488105382
C015,-1.5870778015707234,-0.20573133134384602,-0.3036773000309197,-0.6666666666666666,0.5157328686452352
C016,-0.43236619010743893,0.16180619222821352,0.48627305165208995,0.0,0.4792647742307486
C017,-0.8798411222864897,-0.08841806911143499,-0.6401449569491793,1.3333333333333333,0.28527756713178776
C018,0.43819858010897406,-0.9322490958826675,-0.24598795915312904,0.3333333333333333,-0.49747659985208825
C019,-0.7757479197711495,0.7878339371222515,-0.42875758619114696,0.3333333333333333,0.0917601483712114
C020,-1.2765928897612522,0.49695674325192757,-0.01163454968923806,1.3333333333333333,-0.3329259848660833
C021,1.5817578046016312,0.526051856555058,1.6302623855024112,-0.3333333333333333,-0.8319601984752012
C022,-0.09814694419845052,-0.739300288737291,-1.4449506622190138,1.3333333333333333,0.6976640688592189
C023,0.19315985974969002,0.9812894401327112,0.43280585067479455,-1.0,-0.7481618498777037
C024,-1.2889526150729484,-1.1057627521652083,-1.2577656632744385,1.6666666666666667,0.7586536401900242
C025,-0.41458333527549535,0.37411693491968173,-0.41888048506759695,0.3333333333333333,-0.17540889763179351
C026,0.23625868498770683,1.5674206813207812,0.7289276510311355,1.3333333333333333,-0.6586621488659369
C027,-1.017062552881129,-0.799686507017715,-0.024572535027148016,-0.3333333333333333,0.002231879708471781
C028,0.49923072435006727,-0.4839930866845399,-0.8643701398617748,-1.3333333333333333,0.6154751600168855
C029,-0.47045614047528556,0.011567076126633984,-0.5978460309674819,0.3333333333333333,0.3547969871845263
C030,-0.16361542880470892,-0.4372445916351779,0.4279065679463434,1.0,0.49250100981857
C031,-0.47151678915157624,-1.2165001674392526,-0.608922678544921,0.3333333333333333,0.21875042668546799
C032,1.9657538816482707,-0.011567076126633696,0.08733326538513361,-1.0,0.28079481765750103
C033,0.1126862956953879,-0.8530915781566897,-0.03832975301128902,-0.6666666666666666,0.5714791901623403
C034,-0.9244152538824232,0.28983203181468115,-0.5510012245530815,0.0,-0.5391143003964047
C035,0.9430341374521978,-0.7467690698987622,1.5047260490225909,-0.6666666666666666,-0.09497712584119525
C036,-1.0864368755755938,1.0907824472715641,0.39431632953426204,-0.6666666666666666,-0.5918323021254482
C037,0.33353261267917467,-0.6454386609006402,-1.561047140806392,0.0,0.827991962418854
C038,-1.8202311916861353,-0.3022468561686534,0.06526936783402755,0.3333333333333333,0.7472091932733813
C039,-1.1930481638715928,0.5427840727450874,-0.5584916720617327,0.0,-0.9285750837666126
C040,0.32161200178518545,-0.9785244684293078,0.555002679532412,-0.6666666666666666,0.3054297909661939
C041,0.859528464080291,0.10667469925163887,-0.6546282272215794,0.0,0.7123627618551889
C042,0.2962926799890144,0.9101111753578772,-0.15621380516235633,-0.6666666666666666,-0.6671048334760807
C043,0.011230990375978234,-1.2587821245669488,0.29950528031351353,-0.6666666666666666,0.050477547296133234
C044,-0.17296128332382418,0.07480605133256114,0.5647990216287391,0.3333333333333333,0.694282837401069
C045,-1.3423601650691854,0.1308018851465306,-0.9544895180724031,0.0,-0.9387280388227635
C046,-0.5888497484409784,0.5191990041757779,-0.31781970761133616,0.3333333333333333,0.2903232569841641
C047,-0.3314097629888839,-0.983053605334384,-0.421096447638548,-1.0,-0.4507877532946552
C048,1.1760137420891805,-1.045193788154564,-0.5522725747539311,-0.3333333333333333,0.7107842505032287
C049,0.46736949106947445,0.3258106154547072,1.2264003335830962,0.6666666666666666,0.7972232485746028
C050,-1.6249404727281958,0.15841092213881997,0.22596533905155317,0.3333333333333333,0.747592926713864
C051,0.4479682194330028,0.12381444096163066,-0.9990430840024003,0.0,-0.12315423626195512
C052,-0.25636788879515243,0.19521877769344795,0.6031161635876919,-0.3333333333333333,0.5952775822916806
C053,-0.5462198841322335,-0.5686220277084965,1.4887041379167525,-0.6666666666666666,0.5628722502928261
C054,0.7336017434323592,0.110241935504535,0.6873906805956418,-0.6666666666666666,-0.41049430444369633
C055,1.1500689604790424,0.15549969295936716,-1.1891229614327299,0.6666666666666666,0.5339112259523596
C056,1.0510287473977857,-0.5941659370194443,-0.42792701721313975,0.6666666666666666,-0.9330564815404015
C057,-0.7074100098953175,1.3258120849159614,0.8597924500251087,0.3333333333333333,0.10294747090265026
C058,-0.18101473524722356,0.290010990539274,-0.5922321252613222,0.3333333333333333,-0.5755318838768188
C059,0.4550987820222058,-0.9490856326751671,0.25452498325053047,0.6666666666666666,-0.7782673547433392
C060,1.094992265794285,0.4259809835589347,0.49779231919699646,1.0,-0.8590594154655057
C061,-0.34981898454138144,-0.7878884049887904,-0.7534675626335804,0.3333333333333333,0.28822722861251193
C062,-0.05830286004843919,0.523114475748761,-0.11561386599788616,-0.6666666666666666,-0.3720106511422623
