customer_id,age,salary,purchase_amount,order_count,rating
C001,0.6968790312533294,0.10851626272542808,0.5073379325677374,0.5555555555555556,0.24936235100762089
C002,0.5548899553463947,0.32294570940869644,0.5359532693987472,0.6666666666666665,0.5889475056934417
C003,0.7306387805539122,0.33974497816904664,0.6095741888927185,0.5555555555555556,0.03423450883865525
C004,0.9263759808808862,0.24067865809106653,0.6054510995268595,0.6666666666666665,0.4882274826413366
C005,0.5334479664827371,0.3788549450850032,0.2627006314183224,0.5555555555555556,0.5907483320714688
C006,0.533451637701131,0.5007225531895896,0.32470294330721394,0.3333333333333333,0.3228066642186806
C007,0.9389391889577767,0.8202211719221215,0.5295042608421857,0.1111111111111111,0.7683592167162383
C008,0.7574155174634687,0.45125585926987305,0.5293281519470109,0.2222222222222222,0.09052945991601108
C009,0.4808272630504534,0.4691419649449678,0.5295060114905414,0.3333333333333333,0.058428909179639166
C010,0.7071307423058221,0.39757469329277967,1.0,0.6666666666666665,0.7247665388407722
C011,0.48218161492467804,0.0,0.5373778515795568,0.3333333333333333,0.48733475072890703
C012,0.481664609397518,0.40790723399627454,0.6169768398175938,0.2222222222222222,0.6841707052804566
C013,0.6399133436875506,0.42660635022740984,0.5913828298635674,0.1111111111111111,0.42543653355776406
C014,0.1579743247833843,0.9446151420467856,0.548725575554924,0.5555555555555556,0.23317761924074581
C015,0.20009450171202214,0.37215616248446864,0.4124610343543276,0.2222222222222222,0.8175297830940069
C016,0.4600730904273713,0.4786262324692114,0.5638902198908595,0.4444444444444445,0.797442813751382
C017,0.35932594265600315,0.40614004287477773,0.3479620147159861,0.8888888888888888,0.690592835861932
C018,0.6560771819246028,0.1616949380526686,0.42351976720336204,0.5555555555555556,0.2594444798137146
C019,0.3827621007548252,0.6599770158217877,0.38848382386310415,0.5555555555555556,0.5840016218070656
C020,0.2699989076158876,0.5757142856184942,0.4684440410481909,0.8888888888888888,0.35008050595115275
C021,0.9135448564024509,0.5841427005446536,0.78318675253795,0.3333333333333333,0.07520776827102466
C022,0.5353211844192709,0.2175892935475386,0.19368513870154339,0.8888888888888888,0.9177391990187822
C023,0.600907717906749,0.7160181534565928,0.5536408482947077,0.1111111111111111,0.12136468670249262
C024,0.2672161660971007,0.11143065225087151,0.22956748481917374,1.0,0.9513328284422891
C025,0.46407682734024436,0.5401294482855998,0.39037721042267026,0.5555555555555556,0.43684239886096926
C026,0.6106112418424527,0.8858115222071519,0.6104057866886666,0.8888888888888888,0.17066196365818992
C027,0.32843109972436624,0.20009631807133482,0.46596389963420304,0.3333333333333333,0.5346886095205676
C028,0.6698183191648909,0.29154793430340115,0.30497926680924253,0.0,0.8724687751393283
C029,0.45149729414840123,0.4351042294630479,0.3560704887445523,0.5555555555555556,0.7288847861745786
C030,0.5205812233205002,0.30509026731803573,0.5527016824449782,0.7777777777777777,0.804733456784233
C031,0.45125849344418434,0.07935169541520182,0.35394715565462687,0.5555555555555556,0.6539490612953374
C032,1.0000000000000002,0.42840261492991244,0.48741563286926265,0.1111111111111111,0.6881236952965588
C033,0.5827894246428409,0.18462567549191944,0.4633267157780928,0.2222222222222222,0.8482353812135892
