customer_id,age,salary,purchase_amount,order_count,rating
C001,39.96714153011233,575388.7773848758,55366.81040522425,6,2.0490561771993003
C002,33.61735698828815,873806.4031703923,58411.76789552352,7,3.3803117228010193
C003,41.47688538100692,897185.6450419691,66245.76864762916,6,1.2057032539370014
C004,50.23029856408026,759316.8192335144,65807.03078052355,7,2.9854649888049454
C005,32.658466252766644,951614.2865001973,29334.959480643633,6,3.387371395667557
C006,32.6586304305082,1121215.2570443614,35932.62440127316,4,2.3369755632678433
C007,50.79212815507391,1565855.770363159,57725.529008129895,2,4.083648814983288
C008,42.67434729152909,1052373.3438495516,57706.78926368313,3,1.4263930125350872
C009,30.305256140650478,1077265.1172168292,57725.715294590715,4,1.300551126943235
C010,40.42560043585965,977666.2252701499,107790.97235982082,7,3.9127550248144134
C011,30.365823071875376,424368.63541028753,58563.35766039751,4,2.981965264824794
C012,30.34270246429743,992045.837365235,67033.48460270898,3,3.753609585710944
C013,37.41962271566034,1018069.062982308,64310.02645239804,2,2.739309354414985
C014,15.86719755342202,1738972.6337455858,59770.868769586974,6,1.9856081329564272
C015,17.750821674869673,942291.7105656633,45270.96133039481,3,4.276409270696799
C016,29.377124707590273,1090464.2027000838,61384.53830739901,5,4.197663515875917
C017,24.87168879665576,989586.469088427,38407.621781936425,9,3.778785883417707
C018,38.142473325952736,649396.5887141405,46447.72089889987,6,2.088580548919851
C019,25.91975924478789,1342846.844354506,42719.54678256345,6,3.3609226674763484
C020,20.876962986647086,1225579.9098060322,51228.112090794835,9,2.443895587760107
C021,49.65648768921554,1237309.584112914,84719.87850010264,4,1.3663282933065366
C022,32.74223699513465,727183.7635615784,21991.02211112378,9,4.669254301848971
C023,35.67528204687924,1420838.2932808297,60293.9028556177,2,1.5472745236758456
C024,20.752518137865433,579444.6811623157,25809.261932155227,10,4.80094941528321
C025,29.556172754748175,1176057.1281400812,42921.0220131585,6,2.784023091831823
C026,36.10922589709866,1657136.6877429937,66334.25895451049,9,1.7405317153544786
C027,23.490064225776973,702839.1024607935,50964.200286431944,4,3.1676037895134326
C028,38.75698018345672,830110.6811191684,33833.82833106041,1,4.491783343505633
C029,28.99361310081195,1029895.4095262924,39270.444361100475,6,3.9288995456382447
C030,32.083062502067236,848957.3037651402,60193.96623402014,8,4.2262445914457984
C031,28.98293387770603,534800.9706801602,39044.50052424295,6,3.6351334668428694
C032,53.522781845089376,1020568.8924418082,53246.878843729624,2,3.76910625807141
C033,34.86502775262066,681308.8858821685,50683.5775985572,3,4.396782606261278
C034,24.422890710440996,1142077.7291905545,40225.99478591274,5,1.9986720354367438
C035,43.225449121031886,724172.729729859,82159.16133987988,3,2.957699854572562
C036,22.791563500289776,1464980.3215052618,59508.78533477017,3,1.884837767278409
C037,37.08863595004755,765024.0122991288,19622.861200135892,5,4.9506720319865885
C038,15.403298761202244,903381.5451382974,52796.814721541414,6,4.776237358746453
C039,21.718139511015693,1244055.1652109008,40073.20302847418,5,1.1577072454740236
C040,36.96861235869123,630740.7050698134,62786.50002194336,3,3.822300690062754
C041,42.38466579995411,1068237.9803812387,38112.188923509486,5,4.700993269662663
C042,36.7136828118997,1392142.8262847285,48278.95337799651,3,1.7223013805093341
C043,33.843517176117594,517755.02963163174,57574.80918470686,3,3.271780922210518
C044,31.988963044107113,1055390.1575596912,62986.327912551824,6,4.661953190352167
C045,20.214780096325725,1077964.838274527,31995.553894163357,5,1.1357839143431954
